categoryrelative_pathnameextensionsize_byteslast_write_time
ARCHITECTURE	data\_OFFICIAL_MODULES\_NEXT_MODULES\ENGREMIAT_NEEDS_TO_SOLUTION_PROPOSAL_001\samples\sample-system-state-snapshot.json	sample-system-state-snapshot.json	.json	2131	2026-06-18T06:51:54
ARCHITECTURE	data\_OFFICIAL_MODULES\_NEXT_MODULES\ENGREMIAT_RESOURCE_LIBRARY_STANDARD_001\library\index\resource-library-index.json	resource-library-index.json	.json	6147	2026-06-18T06:34:31
ARCHITECTURE	data\_OFFICIAL_MODULES\_NEXT_MODULES\ENGREMIAT_SYSTEM_OUTPUT_STANDARD_001\module.json	module.json	.json	1849	2026-06-18T07:04:50
ARCHITECTURE	data\_OFFICIAL_MODULES\official-modules-index.json	official-modules-index.json	.json	88955	2026-06-17T21:47:42
ARCHITECTURE	data\ENGREMIAT_KNOWLEDGE_TO_TASK_PACKET_001\module.json	module.json	.json	2485	2026-06-17T21:55:29
ARCHITECTURE	data\ENGREMIAT_MODULE_INTAKE_REGISTRY_001\E02_INTAKE_VALIDATOR\packages\module-intake-validator.json	module-intake-validator.json	.json	1932	2026-06-17T21:33:48
ARCHITECTURE	data\ENGREMIAT_MODULE_INTAKE_REGISTRY_001\E02_INTAKE_VALIDATOR\packages\sample-module-intake.json	sample-module-intake.json	.json	1773	2026-06-17T21:33:48
ARCHITECTURE	data\ENGREMIAT_MODULE_INTAKE_REGISTRY_001\E03_CANONICAL_SCAFFOLDER\packages\canonical-scaffold-package.json	canonical-scaffold-package.json	.json	2432	2026-06-17T21:34:46
ARCHITECTURE	data\ENGREMIAT_MODULE_INTAKE_REGISTRY_001\packages\module-intake-package.json	module-intake-package.json	.json	1945	2026-06-17T21:32:49
ARCHITECTURE	data\ENGREMIAT_MODULES_OFFICIALIZATION_001\E03_PREPARE_IDENTITY_PATCHES_NO_APPLY\packages\identity-patches-bundle.json	identity-patches-bundle.json	.json	168667	2026-06-17T21:44:03
ARCHITECTURE	data\ENGREMIAT_MODULES_OFFICIALIZATION_001\E05_APPLY_OFFICIALIZATION_COPY_ONLY_REPAIR\packages\official-modules-index.json	official-modules-index.json	.json	88955	2026-06-17T21:47:42
ARCHITECTURE	data\ENGREMIAT_MODULES_OFFICIALIZATION_001\E05_APPLY_OFFICIALIZATION_COPY_ONLY_REPAIR\rollback\rollback-manifest.json	rollback-manifest.json	.json	21470	2026-06-17T21:47:42
ARCHITECTURE	data\ENGREMIAT_MODULES_OFFICIALIZATION_001\E06_VALIDATE_OFFICIAL_MODULES\packages\official-modules-validation-results.json	official-modules-validation-results.json	.json	146547	2026-06-17T21:49:01
ARCHITECTURE	data\ENGREMIAT_MODULES_OFFICIALIZATION_001\E06B_REPAIR_OFFICIAL_MODULES_STRUCTURE\packages\post-repair-validation.json	post-repair-validation.json	.json	61710	2026-06-17T21:50:27
ARCHITECTURE	data\ENGREMIAT_MODULES_OFFICIALIZATION_001\E06B_REPAIR_OFFICIAL_MODULES_STRUCTURE\packages\repair-actions.json	repair-actions.json	.json	132576	2026-06-17T21:50:27
ARCHITECTURE	data\NEXT_ENGREMIAT_MODULAR_PLATFORM_003E\E01_SCOPE_GRAPH_FOUNDATION\packages\module-family-catalog.json	module-family-catalog.json	.json	2166	2026-06-17T20:31:27
ARCHITECTURE	data\NEXT_ENGREMIAT_MODULAR_PLATFORM_003E\E01_SCOPE_GRAPH_FOUNDATION\packages\module-graph-seed.json	module-graph-seed.json	.json	3357	2026-06-17T20:31:27
ARCHITECTURE	data\task-packet-to-module-intake-001\module-intake-candidate.demo.json	module-intake-candidate.demo.json	.json	2790	2026-06-17T22:07:28
ARCHITECTURE	ENGREMIAT_MEMORY\operative\synced\ENGREMIAT_DEV_SYSTEM_001.md	ENGREMIAT_DEV_SYSTEM_001.md	.md	2049	2026-06-16T15:32:45
ARCHITECTURE	manifests\ENGREMIAT_DEV_SYSTEM_001\manifest.json	manifest.json	.json	7709	2026-06-16T15:32:45
CONTRACTS	contracts\kanban-local\consumable-card.schema.json	consumable-card.schema.json	.json	4009	2026-06-18T10:31:57
CONTRACTS	contracts\kanban-local\recurrent-detected-input.schema.json	recurrent-detected-input.schema.json	.json	3214	2026-06-18T10:43:14
CONTRACTS	contracts\openclaw-skill-packet\openclaw-readonly-intake-output-contract.json	openclaw-readonly-intake-output-contract.json	.json	5753	2026-06-18T10:55:16
CONTRACTS	contracts\openwebui-openclaw-readonly-adapter\readonly-intake-thread.schema.json	readonly-intake-thread.schema.json	.json	3780	2026-06-18T10:52:29
CONTRACTS	contracts\tool-linking\tool-linking-permissions-contract.json	tool-linking-permissions-contract.json	.json	3729	2026-06-18T10:54:24
CONTRACTS	data\_OFFICIAL_MODULES\_NEXT_MODULES\ENGREMIAT_JSON_MODULE_FACTORY_001\schemas\module-init-json-schema.json	module-init-json-schema.json	.json	7599	2026-06-17T22:22:58
CONTRACTS	data\_OFFICIAL_MODULES\_NEXT_MODULES\ENGREMIAT_SHEETS_MODULE_INITIATOR_001\schemas\sheets-module-initiator-row-schema.json	sheets-module-initiator-row-schema.json	.json	5243	2026-06-17T22:20:04
CONTRACTS	data\_OFFICIAL_MODULES\_NEXT_MODULES\ENGREMIAT_TOOL_ADAPTER_GATE_001\contracts\tool-capability-map.json	tool-capability-map.json	.json	4121	2026-06-18T06:22:34
CONTRACTS	data\_OFFICIAL_MODULES\_NEXT_MODULES\ENGREMIAT_TOOL_ADAPTER_GATE_001\schemas\capability-catalog.json	capability-catalog.json	.json	4689	2026-06-18T06:20:59
CONTRACTS	data\ENGREMIAT_KNOWLEDGE_TO_TASK_PACKET_001\schemas\task-packet-schema.json	task-packet-schema.json	.json	3994	2026-06-17T21:55:29
CONTRACTS	data\ENGREMIAT_MODULAR_PLATFORM_001\E01\contracts\module-registry-contract.json	module-registry-contract.json	.json	4013	2026-06-17T20:13:30
CONTRACTS	data\ENGREMIAT_MODULAR_PLATFORM_001\E01\policies\module-lifecycle-policy.json	module-lifecycle-policy.json	.json	3822	2026-06-17T20:13:30
CONTRACTS	data\ENGREMIAT_MODULAR_PLATFORM_001\E01\schemas\module-identity-schema.json	module-identity-schema.json	.json	9344	2026-06-17T20:13:30
CONTRACTS	data\ENGREMIAT_MODULE_INTAKE_REGISTRY_001\schemas\module-intake-schema.json	module-intake-schema.json	.json	4189	2026-06-17T21:32:49
CONTRACTS	data\ENGREMIAT_OPERATIONAL_MASTER_PANEL_001\contracts\operational-master-panel-contract.json	operational-master-panel-contract.json	.json	3455	2026-06-17T21:01:28
CONTRACTS	data\multi-worker-066\multi-worker-boundaries-contract.json	multi-worker-boundaries-contract.json	.json	5859	2026-06-17T12:35:14
CONTRACTS	data\NEXT_ENGREMIAT_MODULAR_PLATFORM_003E\needs-capabilities\needs-capabilities-contract.json	needs-capabilities-contract.json	.json	8522	2026-06-17T20:28:54
CONTRACTS	data\task-packet-to-module-intake-001\module-intake-candidate-schema.json	module-intake-candidate-schema.json	.json	11909	2026-06-17T22:06:41
CONTRACTS	reports\e01-contracts-fixtures-report.20260616-002602.json	e01-contracts-fixtures-report.20260616-002602.json	.json	3298	2026-06-16T15:32:45
CONTRACTS	runtime\tool-linking-sandbox\openclaw-skill-install-bundle\engremiat-readonly-intake\openclaw-readonly-intake-output-contract.json	openclaw-readonly-intake-output-contract.json	.json	5753	2026-06-18T10:55:16
MANUALS	data\_OFFICIAL_MODULES\_NEXT_MODULES\ENGREMIAT_INTERNAL_WORKFLOW_STANDARD_001\HUMAN_MACHINE_MANUAL.md	HUMAN_MACHINE_MANUAL.md	.md	2370	2026-06-17T23:05:11
MANUALS	data\_OFFICIAL_MODULES\_NEXT_MODULES\ENGREMIAT_MODEL_ADAPTER_OLLAMA_001\HUMAN_MACHINE_MANUAL.md	HUMAN_MACHINE_MANUAL.md	.md	1686	2026-06-18T07:34:27
MANUALS	data\_OFFICIAL_MODULES\_NEXT_MODULES\ENGREMIAT_OLLAMA_REAL_GATED_PROBE_001\HUMAN_MACHINE_MANUAL.md	HUMAN_MACHINE_MANUAL.md	.md	1491	2026-06-18T07:46:37
MANUALS	data\_OFFICIAL_MODULES\_NEXT_MODULES\ENGREMIAT_SYSTEM_OUTPUT_STANDARD_001\HUMAN_MACHINE_MANUAL.md	HUMAN_MACHINE_MANUAL.md	.md	1616	2026-06-18T07:08:43
MANUALS	data\_OFFICIAL_MODULES\ENGREMIAT_MODULAR_PLATFORM_MANUALS_001\module.json	module.json	.json	1644	2026-06-17T21:44:03
MANUALS	data\_OFFICIAL_MODULES\manual-093\module.json	module.json	.json	1560	2026-06-17T21:44:03
MANUALS	data\_OFFICIAL_MODULES\safety-manual-109\module.json	module.json	.json	1581	2026-06-17T21:44:03
MANUALS	data\ENGREMIAT_MODULES_OFFICIALIZATION_001\E03_PREPARE_IDENTITY_PATCHES_NO_APPLY\identity-patches\ENGREMIAT_MODULAR_PLATFORM_MANUALS_001.module.json	ENGREMIAT_MODULAR_PLATFORM_MANUALS_001.module.json	.json	1644	2026-06-17T21:44:03
MANUALS	data\ENGREMIAT_MODULES_OFFICIALIZATION_001\E03_PREPARE_IDENTITY_PATCHES_NO_APPLY\identity-patches\manual-093.module.json	manual-093.module.json	.json	1560	2026-06-17T21:44:03
MANUALS	data\ENGREMIAT_MODULES_OFFICIALIZATION_001\E03_PREPARE_IDENTITY_PATCHES_NO_APPLY\identity-patches\safety-manual-109.module.json	safety-manual-109.module.json	.json	1581	2026-06-17T21:44:03
MANUALS	docs\DAILY_OPERATIONAL_MANUAL.md	DAILY_OPERATIONAL_MANUAL.md	.md	1441	2026-06-17T12:04:46
MANUALS	docs\DAILY_WORKBENCH_MANUAL.md	DAILY_WORKBENCH_MANUAL.md	.md	1731	2026-06-17T13:15:25
MANUALS	docs\DEV_SYSTEM_GUIDE.md	DEV_SYSTEM_GUIDE.md	.md	1362	2026-06-16T15:32:45
MANUALS	docs\kanban-backlog\CONSUMABLE_CARD_BRIDGE_MANUAL.md	CONSUMABLE_CARD_BRIDGE_MANUAL.md	.md	2106	2026-06-18T10:31:57
MANUALS	docs\kanban-backlog\KANBAN_LOCAL_OPERATING_MANUAL.md	KANBAN_LOCAL_OPERATING_MANUAL.md	.md	1799	2026-06-18T09:46:06
MANUALS	docs\kanban-backlog\recurrent-card-refresh-model\RECURRENT_CARD_REFRESH_MODEL_MANUAL.md	RECURRENT_CARD_REFRESH_MODEL_MANUAL.md	.md	1334	2026-06-18T10:43:14
MANUALS	docs\openclaw-real-skill-install-readiness\OPENCLAW_REAL_SKILL_INSTALL_READINESS_MANUAL.md	OPENCLAW_REAL_SKILL_INSTALL_READINESS_MANUAL.md	.md	1360	2026-06-18T11:06:38
MANUALS	docs\openwebui-openclaw-adapter\OPENWEBUI_OPENCLAW_TO_DETECTED_INPUT_ADAPTER_MANUAL.md	OPENWEBUI_OPENCLAW_TO_DETECTED_INPUT_ADAPTER_MANUAL.md	.md	1343	2026-06-18T10:44:11
MANUALS	docs\SAFE_APPLY_KANBAN_MANUAL.md	SAFE_APPLY_KANBAN_MANUAL.md	.md	1593	2026-06-17T13:41:11
MANUALS	docs\tool-linking-final\TOOL_LINKING_INITIAL_OPERATING_MANUAL.md	TOOL_LINKING_INITIAL_OPERATING_MANUAL.md	.md	1682	2026-06-18T11:05:24
PROMPTS	data\dev-assisted-worker\handoffs\AW-HANDOFF-FIXTURE-001\prompt.md	prompt.md	.md	2780	2026-06-16T15:32:45
PROMPTS	data\ollama-prompt-165\ollama-prompt-package.json	ollama-prompt-package.json	.json	3277	2026-06-17T17:10:10
PROMPTS	data\prompt-factory\input\development-plan.sample.tsv	development-plan.sample.tsv	.tsv	2913	2026-06-16T15:32:45
PROMPTS	data\prompt-factory\out\core-mvp-plan-normalized.json	core-mvp-plan-normalized.json	.json	8300	2026-06-16T15:32:45
PROMPTS	data\prompt-factory\out\core-mvp-prompt-context.json	core-mvp-prompt-context.json	.json	34551	2026-06-16T15:32:45
PROMPTS	data\prompt-factory\out\plan-normalized.json	plan-normalized.json	.json	15850	2026-06-16T15:32:45
PROMPTS	data\prompt-factory\out\PROMPT_NEXT.md	PROMPT_NEXT.md	.md	6455	2026-06-16T15:32:45
PROMPTS	data\prompt-factory\out\PROMPT_NEXT_CORE_MVP_001.md	PROMPT_NEXT_CORE_MVP_001.md	.md	6434	2026-06-16T15:32:45
PROMPTS	data\prompt-factory\out\prompt-context.json	prompt-context.json	.json	33987	2026-06-16T15:32:45
PROMPTS	docs\assisted-worker-prompt.sample.md	assisted-worker-prompt.sample.md	.md	2779	2026-06-16T15:32:45
PROMPTS	prompts\outbox\ACTIVE_PROMPT.md	ACTIVE_PROMPT.md	.md	6434	2026-06-16T15:32:45
PROMPTS	prompts\outbox\archive\PROMPT-CORE_MVP_NEXT-20260616-104919.md	PROMPT-CORE_MVP_NEXT-20260616-104919.md	.md	6434	2026-06-16T15:32:45
PROMPTS	prompts\outbox\archive\PROMPT-NEXT-20260616-104428.md	PROMPT-NEXT-20260616-104428.md	.md	6455	2026-06-16T15:32:45
PROMPTS	reports\cline-kanban-backlog-refresh-001\cline-kanban-prompt.md	cline-kanban-prompt.md	.md	2972	2026-06-18T09:12:09
PROMPTS	reports\prompt-factory\e01-modelo-prompt-factory\prompt-factory-model-smoke-report.json	prompt-factory-model-smoke-report.json	.json	3521	2026-06-16T15:32:45
PROMPTS	reports\prompt-factory\e03-generador-prompt-next\prompt-next-smoke-report.json	prompt-next-smoke-report.json	.json	4969	2026-06-16T15:32:45
PROMPTS	reports\prompt-factory\e04-generador-prompt-repair\prompt-repair-smoke-report.json	prompt-repair-smoke-report.json	.json	3939	2026-06-16T15:32:45
PROMPTS	reports\prompt-factory\e05-outbox-inbox-handoff\prompt-outbox-inbox-smoke-report.json	prompt-outbox-inbox-smoke-report.json	.json	2716	2026-06-16T15:32:45
PROMPTS	reports\prompt-factory\e06-integracion-eng-ps1\prompt-factory-command-smoke-report.json	prompt-factory-command-smoke-report.json	.json	3157	2026-06-16T15:32:45
PROMPTS	reports\prompt-factory\e07-demo-core-mvp-cierre\prompt-factory-readiness-report.json	prompt-factory-readiness-report.json	.json	2708	2026-06-16T15:32:45
REPORTS	data\ENGREMIAT_MODULES_OFFICIALIZATION_001\E06_VALIDATE_OFFICIAL_MODULES\reports\e06-official-modules-validation-report.json	e06-official-modules-validation-report.json	.json	209750	2026-06-17T21:49:01
REPORTS	data\ENGREMIAT_MODULES_OFFICIALIZATION_001\reports\readonly-inventory-report.json	readonly-inventory-report.json	.json	112844	2026-06-17T21:41:55
REPORTS	data\kanban-human-control\evidence-inventory.json	evidence-inventory.json	.json	222076	2026-06-16T15:32:45
REPORTS	data\kanban-real-setup-012\evidence-inventory.json	evidence-inventory.json	.json	26884	2026-06-16T16:47:55
REPORTS	data\open-source-toolchain-bootstrap\toolchain-evidence-manifest.json	toolchain-evidence-manifest.json	.json	18239	2026-06-16T15:32:45
REPORTS	ENGREMIAT_MEMORY\operative\sources\evidence-scan.json	evidence-scan.json	.json	54627	2026-06-16T15:32:45
REPORTS	reports\cline-kanban-backlog-refresh-001\backlog-refresh-output.json	backlog-refresh-output.json	.json	19768	2026-06-18T09:12:09
REPORTS	reports\dev-dashboard\dashboard-data.json	dashboard-data.json	.json	31606	2026-06-16T15:32:45
REPORTS	reports\dev-visual-memory-operative\e05-local-queryable-graph\query-dependencies.json	query-dependencies.json	.json	17628	2026-06-16T15:32:45
REPORTS	reports\internal-improvement-kanban-seed-001\kanban-board.md	kanban-board.md	.md	19545	2026-06-18T08:05:20
REPORTS	reports\internal-improvement-kanban-seed-001\kanban-seed-output.json	kanban-seed-output.json	.json	202917	2026-06-18T08:03:59
REPORTS	reports\internal-improvement-kanban-seed-001\kanban-source-signals.json	kanban-source-signals.json	.json	169432	2026-06-18T08:03:58
REPORTS	reports\internal-priority-engine-001\priority-signals-report.json	priority-signals-report.json	.json	17042	2026-06-18T08:24:52
REPORTS	reports\kanban-external-write-adapter-001\external-kanban-payload.json	external-kanban-payload.json	.json	18938	2026-06-18T08:30:48
REPORTS	reports\kanban-native-import-discovery\kanban-native-import-discovery.report.json	kanban-native-import-discovery.report.json	.json	53609	2026-06-18T10:11:57
REPORTS	reports\kanban-native-import-discovery\kanban-native-import-shortlist.report.json	kanban-native-import-shortlist.report.json	.json	22561	2026-06-18T10:12:56
REPORTS	reports\kanban-write-gated-001\kanban-write-selection-preview.json	kanban-write-selection-preview.json	.json	19551	2026-06-18T08:10:33
REPORTS	reports\process-snapshot\process-snapshot.20260618-120533.json	process-snapshot.20260618-120533.json	.json	34624	2026-06-18T12:05:33
REPORTS	reports\tool-installation\docker-desktop-clean-reinstall.20260618-130404.json	docker-desktop-clean-reinstall.20260618-130404.json	.json	57274	2026-06-18T13:04:04
REPORTS	reports\tool-installation\tool-install-base-stack.20260618-111212.json	tool-install-base-stack.20260618-111212.json	.json	52745	2026-06-18T11:19:01
ROADMAP_TSV	data\ENGREMIAT_MODULES_OFFICIALIZATION_001\E02_CREATE_OFFICIALIZATION_PLAN_NO_APPLY\packages\officialization-plan.json	officialization-plan.json	.json	155194	2026-06-17T21:42:58
ROADMAP_TSV	data\ENGREMIAT_MODULES_OFFICIALIZATION_001\E02_CREATE_OFFICIALIZATION_PLAN_NO_APPLY\packages\officialization-plan.tsv	officialization-plan.tsv	.tsv	48401	2026-06-17T21:42:58
ROADMAP_TSV	data\ENGREMIAT_MODULES_OFFICIALIZATION_001\E03_PREPARE_IDENTITY_PATCHES_NO_APPLY\packages\identity-patches.tsv	identity-patches.tsv	.tsv	76624	2026-06-17T21:44:03
ROADMAP_TSV	data\ENGREMIAT_MODULES_OFFICIALIZATION_001\E06_VALIDATE_OFFICIAL_MODULES\packages\official-modules-validation-results.tsv	official-modules-validation-results.tsv	.tsv	37856	2026-06-17T21:49:01
ROADMAP_TSV	data\ENGREMIAT_MODULES_OFFICIALIZATION_001\packages\modules-officialization-inventory.tsv	modules-officialization-inventory.tsv	.tsv	44797	2026-06-17T21:41:55
ROADMAP_TSV	data\NEXT_ENGREMIAT_MODULAR_PLATFORM_003E\E03_ACTIVATION_AND_ROLLBACK_PLANNER\packages\activation-plan-package.json	activation-plan-package.json	.json	8166	2026-06-17T20:33:18
ROADMAP_TSV	data\NEXT_ENGREMIAT_MODULAR_PLATFORM_003E\technical-plan\packages\next-technical-plan.tsv	next-technical-plan.tsv	.tsv	3789	2026-06-17T20:30:27
ROADMAP_TSV	data\plan-to-worker\consolidation\io-map.json	io-map.json	.json	5548	2026-06-16T15:32:45
ROADMAP_TSV	data\plan-to-worker\output\graph\graph.json	graph.json	.json	8416	2026-06-16T15:32:45
ROADMAP_TSV	data\plan-to-worker\output\graph\nodes.json	nodes.json	.json	5080	2026-06-16T15:32:45
ROADMAP_TSV	data\plan-to-worker\plan-normalized.json	plan-normalized.json	.json	5332	2026-06-16T15:32:45
ROADMAP_TSV	reports\cline-kanban-backlog-refresh-001\cline-kanban-import.tsv	cline-kanban-import.tsv	.tsv	6212	2026-06-18T09:12:09
ROADMAP_TSV	reports\internal-improvement-kanban-seed-001\kanban-board.tsv	kanban-board.tsv	.tsv	61753	2026-06-18T08:05:20
ROADMAP_TSV	reports\internal-priority-engine-001\priority-ranking.tsv	priority-ranking.tsv	.tsv	5608	2026-06-18T08:24:53
ROADMAP_TSV	reports\kanban-external-write-adapter-001\external-write-plan.json	external-write-plan.json	.json	11674	2026-06-18T08:30:49
ROADMAP_TSV	reports\kanban-external-write-adapter-001\sheets-priority-kanban-export.tsv	sheets-priority-kanban-export.tsv	.tsv	5608	2026-06-18T08:30:49
ROADMAP_TSV	reports\kanban-write-gated-001\external-kanban-export-preview.tsv	external-kanban-export-preview.tsv	.tsv	5480	2026-06-18T08:13:29
