package_idpathclassificationhas_module_jsonofficial_targetaction
006E_VALIDACION_OPERATIVA_VISUAL	C:\ENGREMIAT_CORE\data\006E_VALIDACION_OPERATIVA_VISUAL	MODULE_CANDIDATE_NEEDS_IDENTITY	False	data\_OFFICIAL_MODULES\006E_VALIDACION_OPERATIVA_VISUAL	CREATE_MODULE_JSON_THEN_OFFICIALIZE_GATED
apply-scope-102	C:\ENGREMIAT_CORE\data\apply-scope-102	MODULE_CANDIDATE_NEEDS_IDENTITY	False	data\_OFFICIAL_MODULES\apply-scope-102	CREATE_MODULE_JSON_THEN_OFFICIALIZE_GATED
approval-console-059	C:\ENGREMIAT_CORE\data\approval-console-059	MODULE_CANDIDATE_NEEDS_IDENTITY	False	data\_OFFICIAL_MODULES\approval-console-059	CREATE_MODULE_JSON_THEN_OFFICIALIZE_GATED
arbitration-069	C:\ENGREMIAT_CORE\data\arbitration-069	MODULE_CANDIDATE_NEEDS_IDENTITY	False	data\_OFFICIAL_MODULES\arbitration-069	CREATE_MODULE_JSON_THEN_OFFICIALIZE_GATED
batch-apply-preview-070	C:\ENGREMIAT_CORE\data\batch-apply-preview-070	MODULE_CANDIDATE_NEEDS_IDENTITY	False	data\_OFFICIAL_MODULES\batch-apply-preview-070	CREATE_MODULE_JSON_THEN_OFFICIALIZE_GATED
CIERRE_DOCUMENTAL_001	C:\ENGREMIAT_CORE\data\CIERRE_DOCUMENTAL_001	MODULE_CANDIDATE_NEEDS_IDENTITY	False	data\_OFFICIAL_MODULES\CIERRE_DOCUMENTAL_001	CREATE_MODULE_JSON_THEN_OFFICIALIZE_GATED
cline-real-proposal-no-apply	C:\ENGREMIAT_CORE\data\cline-real-proposal-no-apply	MODULE_CANDIDATE_NEEDS_IDENTITY	False	data\_OFFICIAL_MODULES\cline-real-proposal-no-apply	CREATE_MODULE_JSON_THEN_OFFICIALIZE_GATED
command-hub-037	C:\ENGREMIAT_CORE\data\command-hub-037	MODULE_CANDIDATE_NEEDS_IDENTITY	False	data\_OFFICIAL_MODULES\command-hub-037	CREATE_MODULE_JSON_THEN_OFFICIALIZE_GATED
controlled-action-from-proposal-015	C:\ENGREMIAT_CORE\data\controlled-action-from-proposal-015	MODULE_CANDIDATE_NEEDS_IDENTITY	False	data\_OFFICIAL_MODULES\controlled-action-from-proposal-015	CREATE_MODULE_JSON_THEN_OFFICIALIZE_GATED
controlled-action-instance-018	C:\ENGREMIAT_CORE\data\controlled-action-instance-018	MODULE_CANDIDATE_NEEDS_IDENTITY	False	data\_OFFICIAL_MODULES\controlled-action-instance-018	CREATE_MODULE_JSON_THEN_OFFICIALIZE_GATED
