rankcard_idlanepriority_scoretypetitlesource_pathreasonsstatus
1	KANBAN-SEED-0001	VALIDATION	58	VALIDATION	VALIDATION: e01-contract-validation-report.json	C:\ENGREMIAT_CORE\reports\cline-real-proposal-no-apply\e01-contract-validation-report.json	VALIDATION: mejora fiabilidad	READY_FOR_MANUAL_IMPORT
2	KANBAN-SEED-0002	VALIDATION	58	VALIDATION	VALIDATION: e02-kanban-source-validation-report.json	C:\ENGREMIAT_CORE\reports\cline-real-proposal-no-apply\e02-kanban-source-validation-report.json	VALIDATION: mejora fiabilidad	READY_FOR_MANUAL_IMPORT
3	KANBAN-SEED-0003	VALIDATION	58	VALIDATION	VALIDATION: e04-task-creation-validation-report.json	C:\ENGREMIAT_CORE\reports\cline-real-proposal-no-apply\e04-task-creation-validation-report.json	VALIDATION: mejora fiabilidad	READY_FOR_MANUAL_IMPORT
4	KANBAN-SEED-0004	VALIDATION	58	VALIDATION	VALIDATION: e06-close-validation-report.json	C:\ENGREMIAT_CORE\reports\cline-real-proposal-no-apply\e06-close-validation-report.json	VALIDATION: mejora fiabilidad	READY_FOR_MANUAL_IMPORT
5	KANBAN-SEED-0005	VALIDATION	58	VALIDATION	VALIDATION: e06-proposal-decision-validation-report.json	C:\ENGREMIAT_CORE\reports\cline-real-proposal-no-apply\e06-proposal-decision-validation-report.json	VALIDATION: mejora fiabilidad	READY_FOR_MANUAL_IMPORT
6	KANBAN-SEED-0006	VALIDATION	58	VALIDATION	VALIDATION: e02-gate-validation-report.json	C:\ENGREMIAT_CORE\reports\controlled-action-from-proposal-015\e02-gate-validation-report.json	VALIDATION: mejora fiabilidad	READY_FOR_MANUAL_IMPORT
7	KANBAN-SEED-0007	VALIDATION	58	VALIDATION	VALIDATION: e05-close-validation-report.json	C:\ENGREMIAT_CORE\reports\controlled-action-from-proposal-015\e05-close-validation-report.json	VALIDATION: mejora fiabilidad	READY_FOR_MANUAL_IMPORT
8	KANBAN-SEED-0008	VALIDATION	58	VALIDATION	VALIDATION: e02-gate-validation-report.json	C:\ENGREMIAT_CORE\reports\controlled-action-replication-016\e02-gate-validation-report.json	VALIDATION: mejora fiabilidad	READY_FOR_MANUAL_IMPORT
9	KANBAN-SEED-0009	VALIDATION	58	VALIDATION	VALIDATION: e02-generator-validation-report.json	C:\ENGREMIAT_CORE\reports\controlled-action-template-017\e02-generator-validation-report.json	VALIDATION: mejora fiabilidad	READY_FOR_MANUAL_IMPORT
10	KANBAN-SEED-0010	VALIDATION	58	VALIDATION	VALIDATION: e02-gate-validation-report.json	C:\ENGREMIAT_CORE\reports\controlled-apply-or-repair-014\e02-gate-validation-report.json	VALIDATION: mejora fiabilidad	READY_FOR_MANUAL_IMPORT
11	KANBAN-SEED-0011	VALIDATION	58	VALIDATION	VALIDATION: e05-close-validation-report.json	C:\ENGREMIAT_CORE\reports\controlled-apply-or-repair-014\e05-close-validation-report.json	VALIDATION: mejora fiabilidad	READY_FOR_MANUAL_IMPORT
12	KANBAN-SEED-0012	VALIDATION	58	VALIDATION	VALIDATION: e01-contract-validation-report.json	C:\ENGREMIAT_CORE\reports\controlled-worker-adapters\e01-contract-validation-report.json	VALIDATION: mejora fiabilidad	READY_FOR_MANUAL_IMPORT
13	KANBAN-SEED-0013	VALIDATION	58	VALIDATION	VALIDATION: e02-cline-dry-run-validation-report.json	C:\ENGREMIAT_CORE\reports\controlled-worker-adapters\e02-cline-dry-run-validation-report.json	VALIDATION: mejora fiabilidad	READY_FOR_MANUAL_IMPORT
14	KANBAN-SEED-0014	VALIDATION	58	VALIDATION	VALIDATION: e03-gate-validation-report.json	C:\ENGREMIAT_CORE\reports\controlled-worker-adapters\e03-gate-validation-report.json	VALIDATION: mejora fiabilidad	READY_FOR_MANUAL_IMPORT
15	KANBAN-SEED-0015	VALIDATION	58	VALIDATION	VALIDATION: e04-simulation-validation-report.json	C:\ENGREMIAT_CORE\reports\controlled-worker-adapters\e04-simulation-validation-report.json	VALIDATION: mejora fiabilidad	READY_FOR_MANUAL_IMPORT
16	KANBAN-SEED-0016	VALIDATION	58	VALIDATION	VALIDATION: e05-remote-ollama-prepared-validation-report.json	C:\ENGREMIAT_CORE\reports\controlled-worker-adapters\e05-remote-ollama-prepared-validation-report.json	VALIDATION: mejora fiabilidad	READY_FOR_MANUAL_IMPORT
17	KANBAN-SEED-0017	VALIDATION	58	VALIDATION	VALIDATION: e06-close-validation-report.json	C:\ENGREMIAT_CORE\reports\controlled-worker-adapters\e06-close-validation-report.json	VALIDATION: mejora fiabilidad	READY_FOR_MANUAL_IMPORT
18	KANBAN-SEED-0018	VALIDATION	58	VALIDATION	VALIDATION: modular-baseline-validation-report.json	C:\ENGREMIAT_CORE\reports\core-consolidation-205\modular-baseline-validation-report.json	VALIDATION: mejora fiabilidad	READY_FOR_MANUAL_IMPORT
19	KANBAN-SEED-0019	VALIDATION	58	VALIDATION	VALIDATION: state-module-validation-report.json	C:\ENGREMIAT_CORE\reports\core-consolidation-206\state-module-validation-report.json	VALIDATION: mejora fiabilidad	READY_FOR_MANUAL_IMPORT
20	KANBAN-SEED-0020	VALIDATION	58	VALIDATION	VALIDATION: decision-shortcuts-validation-report.json	C:\ENGREMIAT_CORE\reports\decision-shortcuts-088\decision-shortcuts-validation-report.json	VALIDATION: mejora fiabilidad	READY_FOR_MANUAL_IMPORT
21	KANBAN-SEED-0021	VALIDATION	58	VALIDATION	VALIDATION: assisted-worker-contract-validation-report.json	C:\ENGREMIAT_CORE\reports\dev-assisted-worker\e00-contract\assisted-worker-contract-validation-report.json	VALIDATION: mejora fiabilidad	READY_FOR_MANUAL_IMPORT
22	KANBAN-SEED-0022	VALIDATION	58	VALIDATION	VALIDATION: assisted-worker-modes-validation-report.json	C:\ENGREMIAT_CORE\reports\dev-assisted-worker\e00-contract\assisted-worker-modes-validation-report.json	VALIDATION: mejora fiabilidad	READY_FOR_MANUAL_IMPORT
23	KANBAN-SEED-0023	VALIDATION	58	VALIDATION	VALIDATION: assisted-task-builder-validation-report.json	C:\ENGREMIAT_CORE\reports\dev-assisted-worker\e01-agent-task-package\assisted-task-builder-validation-report.json	VALIDATION: mejora fiabilidad	READY_FOR_MANUAL_IMPORT
